is_info_useful,missing_info,improvements,date,missing_info_es,improvements_es,missing_info_en,improvements_en,institution_name,institution_branch,institution_window
0,caso fraccionamientos indicar exactamente documentos deben entregar cfe obtener servicio principalmente emitidos autoridades municipales estatales,sisproter simple llanamente sirve puede iniciar tramite solicitud servicio solicita numero debe proporcionar necesariamente area planeacion caso obras mayores fraccionamientos,2016-02-19,caso fraccionamientos indicar exactamente documentos deben entregar cfe obtener servicio principalmente emitidos autoridades municipales estatales,sisproter simple llanamente sirve puede iniciar tramite solicitud servicio solicita numero debe proporcionar necesariamente area planeacion caso obras mayores fraccionamientos,splits indicate exactly documents must submitted cfe service mainly issued municipal state authorities,plain simple sisproter use start processing service request requests number must necessarily provide planning area case older works subdivisions,CFE,00,006
1,,cita pueda tramitar internet si visa americana opcion reprogramar internet seria ideal,2016-02-19,,cita pueda tramitar internet si visa americana opcion reprogramar internet seria ideal,,appointment processed online american visa option serious online reprogram ideal,SRE,03,003
0,informacion oficinas administrativas encuentran guadalajara,poner direcciones poder hacer cita pasaporte,2016-02-19,informacion oficinas administrativas encuentran guadalajara,poner direcciones poder hacer cita pasaporte,information administrative offices located guadalajara,put directions make appointment passport,SRE,03,003
0,dificil econtrar formato pago deberia mano,costo pago dinero impuestos todavia debe pagar costo alto concepto,2016-02-19,dificil econtrar formato pago deberia mano,costo pago dinero impuestos todavia debe pagar costo alto concepto,format difficult econtrar payment hand,cost money pay tax still high cost pay item,SRE,03,003
1,,degar ingresar gente q quiera ingresar cn sertificado q ultimos estudios,2016-02-19,,degar ingresar gente q quiera ingresar cn sertificado q ultimos estudios,,q enter degar people want enter sertificado q cn latest studies,SRE,01,012
0,,quiero agregar datos persona va realizar tramite ningn momento puede hacer captura informacin nunca activan botones cancelar agregar obliga salir pagina perder informacin capturada nunca pudo concretar captura informacion tramite cambio residente permanente vinculo familiar,2016-02-19,,quiero agregar datos persona va realizar tramite ningn momento puede hacer captura informacin nunca activan botones cancelar agregar obliga salir pagina perder informacin capturada nunca pudo concretar captura informacion tramite cambio residente permanente vinculo familiar,,want add data person perform procedure ning n n moment capture informaci n never cancel add buttons activated forces leave page lose informaci n captured could never realize capture information processing change permanent resident family link,INM,03,010
1,falta link hacer citas internet gracias,colocar link hacer citas internet gracias,2016-02-19,falta link hacer citas internet gracias,colocar link hacer citas internet gracias,link takes make appointments online thank,place link internet dating thank,SRE,03,002
0,imprimir constancia inscripcin colegio militar,poner ruta acceso ademas documentos ir tramitar ficha instituciones puedes dejar documentos,2016-02-19,imprimir constancia inscripcin colegio militar,poner ruta acceso ademas documentos ir tramitar ficha instituciones puedes dejar documentos,inscripci print record nn military college,putting plus access route documents go process card institutions leave documents,SFP,04,001
1,hacer pago derecho,pagina deja hacer citas internet,2016-02-20,hacer pago derecho,pagina deja hacer citas internet,make payments right,page let internet dating,SRE,03,003
0,qu calidad moral chiquitn empleado epn,chiquitn empleado enp poder mandar correo denunciar abusos funcionarios nclita secretara vigila roben viajan pases costa impuestos honrados ciudadanos viva mxico,2016-02-20,qu calidad moral chiquitn empleado epn,chiquitn empleado enp poder mandar correo denunciar abusos funcionarios nclita secretara vigila roben viajan pases costa impuestos honrados ciudadanos viva mxico,quds moral quality chiquit employee epn,everything chiquit employee enp far send email denounce abuses officials nclita secretar aa monitors steal anything traveling pd ases expense honest citizens taxes viva md xico,SFP,04,001
0,horarios agendar citas telefono internet confusa,dar bien informacio agendar citas fuen confuso si llamas numero atencion tambien dificil hablar alguna persona dudas,2016-02-20,horarios agendar citas telefono internet confusa,dar bien informacio agendar citas fuen confuso si llamas numero atencion tambien dificil hablar alguna persona dudas,schedules schedule appointments phone internet bit confusing,giving informacio schedule appointments confusing fuen call number care also hard talk anyone doubts,SRE,03,002
0,numero telefonico registrado siempre marca ocupado hacer cita internet renovar pasaporte tampoco permite pesimo servicio,numero telefonico registrado siempre marca ocupado hacer cita internet renovar pasaporte tampoco permite pesimo servicio,2016-02-20,numero telefonico registrado siempre marca ocupado hacer cita internet renovar pasaporte tampoco permite pesimo servicio,numero telefonico registrado siempre marca ocupado hacer cita internet renovar pasaporte tampoco permite pesimo servicio,phone number always busy registered brand make appointment online renew passport allow lousy service,phone number always busy registered brand make appointment online renew passport allow lousy service,SRE,03,003
1,,considero poder responder requerimientos primero deben mejorar interior nacin mexicana ejemplo trmite haciendo abril pedir mediante correo electrnico miactasegobgobmx tabasco suban informacin ( datos acta nacimiento registro nacional poblacin pueda emitir solicitud acta certificada nacimiento poderla obtener repblica registro civil tabasco hacen trabajo enviado documentacin completa hecho debido cmo quieren dar servicio exterior si internamente ciudadanos contribuyentes mexicanos hacen caso,2016-02-20,,considero poder responder requerimientos primero deben mejorar interior nacin mexicana ejemplo trmite haciendo abril pedir mediante correo electrnico miactasegobgobmx tabasco suban informacin ( datos acta nacimiento registro nacional poblacin pueda emitir solicitud acta certificada nacimiento poderla obtener repblica registro civil tabasco hacen trabajo enviado documentacin completa hecho debido cmo quieren dar servicio exterior si internamente ciudadanos contribuyentes mexicanos hacen caso,,believe order meet requirements must first improve within nacid n mexico example trd mite im april ask via e electr nnico miactasegobgobmx state tabasco upload informaci n ( birth certificate data national register poblaci n issue request certified birth act obtained another state eucpn republic civil registration tabasco job sent documentaci n complete done cd mo want give service outside internally mexican citizens taxpayers ignore us,SRE,01,011
1,,informacin mas clara,2016-02-20,,informacin mas clara,,informaci nn clear,AFSEDF,01,014
0,proporciono curp correcto correo correcto sistema menciona acuda oficinas claramente dice presencial entonces sistema psimo eficiencia si hacen web calidad roben ocupen tiempo desempeo mejor forma si,obviamente solo hacen dar mas vueltas disque nuevo sistema,2016-02-20,proporciono curp correcto correo correcto sistema menciona acuda oficinas claramente dice presencial entonces sistema psimo eficiencia si hacen web calidad roben ocupen tiempo desempeo mejor forma si,obviamente solo hacen dar mas vueltas disque nuevo sistema,curp provide right email right system mentioned come office clearly says person system pd simo efficiency quality web steal take time desempe better shape,obviously laps disque new system,SFP,04,001
1,lugares mas cercano horarios mas amplios programa permanente ao,lugares mas centricos permanentes horarios pueden ampliar mas informan momento registros cierto hicieron tramite linea valido hago otorguen tarjeta agradecere informen gracias,2016-02-20,lugares mas cercano horarios mas amplios programa permanente ao,lugares mas centricos permanentes horarios pueden ampliar mas informan momento registros cierto hicieron tramite linea valido hago otorguen tarjeta agradecere informen gracias,nearest places times wider program permanent ad,places downtown permanent schedules extended little informed currently records true apply online valid grant card thank agradecere inform,SEDESOL,22,001
1,monto concepto trmite pasaporte costo derechos sino costo trmite slamente est leyenda nota trmite pasaporte realizado oficinas estatales municipales enlace sre costo adicional servicio brindado localidad infrmate ( qu medio cmo hace seccin adicional conocer despus fotografas infantiles trmite prrafo dice asi tambin presentacin copias fotostticas tamao carta blanco negro anverso ( delantero reverso ( vuelta mismo frente hoja copias qu elemento pasaporte vencido acta nacimiento identificacin oficial fotos,revisar stas partes clarificar ms informacin complementaria,2016-02-20,monto concepto trmite pasaporte costo derechos sino costo trmite slamente est leyenda nota trmite pasaporte realizado oficinas estatales municipales enlace sre costo adicional servicio brindado localidad infrmate ( qu medio cmo hace seccin adicional conocer despus fotografas infantiles trmite prrafo dice asi tambin presentacin copias fotostticas tamao carta blanco negro anverso ( delantero reverso ( vuelta mismo frente hoja copias qu elemento pasaporte vencido acta nacimiento identificacin oficial fotos,revisar stas partes clarificar ms informacin complementaria,amount trd mite passport cost cost rights trd mite sd std regret dz legend note trd mite passport made state offices liaison sre additional fee service provided area inf nrmate ( qud means cd mo done secci nn additional known despu fotograf infant aas trd mite pd rrafo says tambi n presentaci n copies fotost ticas tamad letter black white front ( forward reverse ( back front blade copies qud item passport expired birth certificate identificaci n officer photos,check hese parts clarify md dzs informaci nn complementary,SRE,03,002
0,debe haber mas oficinas acepten trmite autoridad resolverla queja caso mapa repbica solo nica oficina territorio nacional,posible exista solo oficina parta hacer llegar tramite si repblica mexicana centralismo mejores formas optimizar requiere autonomia cada documentos electrnicos quejas solo recibira oficina pais tiempo dar resolucin dudo adecuado,2016-02-20,debe haber mas oficinas acepten trmite autoridad resolverla queja caso mapa repbica solo nica oficina territorio nacional,posible exista solo oficina parta hacer llegar tramite si repblica mexicana centralismo mejores formas optimizar requiere autonomia cada documentos electrnicos quejas solo recibira oficina pais tiempo dar resolucin dudo adecuado,accepting offices trd mite authority resolve complaints neither case map eucpn bica one nica office national territory,may one office split get procedure states eucpn republic mexicana centralism one best ways optimize requires autonomy state electr mechanics documents receive complaints office across country time give resoluci n doubt appropriate,SFP,04,001
0,falta incluyan formato dc,incluir formato dc tramite pueda realizar linea,2016-02-21,falta incluyan formato dc,incluir formato dc tramite pueda realizar linea,lacks including dc format,include dc format process done online,STPS,04,012
0,encuentro pagina liga wwwsregobmxindexphpcitas tramite pasaporte oficinas llevo horas puedo hacer cita,informacion clara sencilla directa si rodeos internet,2016-02-21,encuentro pagina liga wwwsregobmxindexphpcitas tramite pasaporte oficinas llevo horas puedo hacer cita,informacion clara sencilla directa si rodeos internet,find page link wwwsregobmxindexphpcitas passport processed offices took hours make appointment,information clear simple direct rodeos internet,SRE,03,003
1,falta mencionar oficina tecate bc exigen firma solucitante perfeccionquiero decir debe ser identica acuerdo persona revisando documentoscuando imposible realizar firma tablita apoyar brazo totalmente pude realizar tramite hijo pesar haber pagado ser mexicano nacimientome siento defraudado,ser mas humano personas realizan tramiteno pretendo ir extranjero buscar trabajo problemaspero personal pone primera puedra obtencion visa,2016-02-21,falta mencionar oficina tecate bc exigen firma solucitante perfeccionquiero decir debe ser identica acuerdo persona revisando documentoscuando imposible realizar firma tablita apoyar brazo totalmente pude realizar tramite hijo pesar haber pagado ser mexicano nacimientome siento defraudado,ser mas humano personas realizan tramiteno pretendo ir extranjero buscar trabajo problemaspero personal pone primera puedra obtencion visa,needless mention office tecate bc require signature solucitante gorgeously mean must identical according person reviewing documents impossible perform signature planchette without supporting arm fully could perform procedure child despite paid mexican birth feel cheated,little human people performing process intend go abroad find work problems staff puts first put stone obtaining visa,SRE,03,003
1,informacin respecto nombres hoteles costos beneficios ser empleado gobierno as poder reservar lneaporque pgina ninguna informacin vlida evite trasladarte agencia turissste quieran atender,listado hoteles precios beneficios ser empleados gobierno as poder reservar mismo momento est viendo informacin evitar traslado mal genio atienden agencias turissstegracias,2016-02-21,informacin respecto nombres hoteles costos beneficios ser empleado gobierno as poder reservar lneaporque pgina ninguna informacin vlida evite trasladarte agencia turissste quieran atender,listado hoteles precios beneficios ser empleados gobierno as poder reservar mismo momento est viendo informacin evitar traslado mal genio atienden agencias turissstegracias,informaci n regarding hotel names costs benefits government employee asd like book ld cattail pd gina informaci n n vd lida avoid move agency turissste want attend,given list hotels prices benefits government employees asd able book time estd dz watching informaci n prevent transfer temper serve turissste agencies thanks,ISSSTE,04,001
1,falta link hacer preregristro falta calendario apertura cierre falta link mapa cobertura,poner siguientes links preregristro mapa cobertura calendario apertura cierre,2016-02-21,falta link hacer preregristro falta calendario apertura cierre falta link mapa cobertura,poner siguientes links preregristro mapa cobertura calendario apertura cierre,missing link preregristro calendar lack opening closing link lack coverage map,put following links preregristro coverage map opening closing timing,SEDESOL,10,032
1,,solicitan copia cdula ambos lados caso reposicin extravo,2016-02-21,,solicitan copia cdula ambos lados caso reposicin extravo,,requested copy c dula sides reposicin either extravo,SEP,01,027
1,,poner link pueda descargar formato encuentro ningn lado pgina gracias,2016-02-21,,poner link pueda descargar formato encuentro ningn lado pgina gracias,,put link download form find ningn side page thank,STPS,04,003
1,bien solo hacer citas calvario,sistema comunicacin telefnica deja desear contestan contestan cortan llamadas sugiero revisen sistema comunicacin telefnica cambien nmero telefnico saturar lneas,2016-02-22,bien solo hacer citas calvario,sistema comunicacin telefnica deja desear contestan contestan cortan llamadas sugiero revisen sistema comunicacin telefnica cambien nmero telefnico saturar lneas,right dating ordeal,comunicaci system n telef nica leaves much desired answer answer calls cut suggest check system comunicaci n telef nnica change nd mere telef nnico state avoid saturating ld cattails,SRE,03,003
1,informacin pago documentos copia fotos links sera ms til junto,interfaz parte ms informacin lleva link abre verdad varias dudas espero mejoren informacion hablar telefono martirio media hora atiendan,2016-02-22,informacin pago documentos copia fotos links sera ms til junto,interfaz parte ms informacin lleva link abre verdad varias dudas espero mejoren informacion hablar telefono martirio media hora atiendan,informaci n pay copy documents photos links serd aa lot md dzs til everything together,interface part dzs informaci n leads link open several doubts truth hope improve information talking phone martyrdom half hour attend,SRE,03,002
1,,tiempos poder sacar cita llevo mese tratando agendar cita espacios disponibles puede hacer,2016-02-22,,tiempos poder sacar cita llevo mese tratando agendar cita espacios disponibles puede hacer,,time take quote took months trying schedule appointment spaces available done,SEP,01,030
0,mas prctica pregunta renovacin bsqueda ubicacin actualizada viene plaza bonita,hacer consultas ms practicas primera vez renovacin hacer cita si selecciono renovacin,2016-02-22,mas prctica pregunta renovacin bsqueda ubicacin actualizada viene plaza bonita,hacer consultas ms practicas primera vez renovacin hacer cita si selecciono renovacin,prd ctica ask renovaci n bd searching ubicaci nn updated beautiful square,make inquiries md dzs practices first renovaci n renovaci appointment select n,SRE,03,002
0,mapas actualizan cita electrnica proporciona domicilio muestra detalle ( domicilio lugar realizar tramite forma pago clara incompleta ( mas inaceptable servicio generar citas solo brinda apoyo citas mas informacin respecto saben mas relacionado proceso,mejorar contenido pagina validar experiencia usuario corroborar funcional ( cosas fciles localizar ampliar conocimiento personas atencin telefnica brindarles capacitacin servicio cliente,2016-02-22,mapas actualizan cita electrnica proporciona domicilio muestra detalle ( domicilio lugar realizar tramite forma pago clara incompleta ( mas inaceptable servicio generar citas solo brinda apoyo citas mas informacin respecto saben mas relacionado proceso,mejorar contenido pagina validar experiencia usuario corroborar funcional ( cosas fciles localizar ampliar conocimiento personas atencin telefnica brindarles capacitacin servicio cliente,maps updated appointment electr nnica provide detail shows address ( address site perform procedure payment unclear incomplete ( unacceptable dating service gives generate support appointments informaci nn respect know nothing related process,improve content page validate experience user confirm functional ( things fd ciles locate improve knowledge people atenci n telef nnica provide capacitaci n customer service,SRE,03,003
1,puede agendar citas internet,mejorar servicio pagina lenta,2016-02-22,puede agendar citas internet,mejorar servicio pagina lenta,schedule appointments online,improve service site slow,SRE,03,002
1,relacionado citas internet,casi imposible realizar cita todas lineas estn saturadas atencin directa centros atencin dan informacin,2016-02-22,relacionado citas internet,casi imposible realizar cita todas lineas estn saturadas atencin directa centros atencin dan informacin,related internet dating,almost impossible make appointment lines existing saturated atencin directly atencin centers give informacin,SRE,03,003
1,,momento ingresar curp despliega leyenda aceptar seguir trmites cita pasaporte iphone puedo aceptar informacin est sumamente larga momento presionar puedo sugerencia solo incorporen recuadro forma rectangular lugar mandar listado tan largo madre poder presionar aceptar,2016-02-22,,momento ingresar curp despliega leyenda aceptar seguir trmites cita pasaporte iphone puedo aceptar informacin est sumamente larga momento presionar puedo sugerencia solo incorporen recuadro forma rectangular lugar mandar listado tan largo madre poder presionar aceptar,,time entering curp legend unfolds accept follow trd mites passport appointment iphone accept informaci n estd dz extremely long time press tip incorporate boxshaped rectangular instead sending list long already mother failing press accept,SFP,04,001
1,formato solicitud trmite estancia debidamente llenado copia formato solicitud tramite pendiente resolucin copia comprobante registro solicitud carta extranjero solicitando salida pas incluya fecha salida regreso transporte lugar destino costo trmite gratuito cuesta documento migratorio vigente tal vez extranjero puesto pudo haber entregado trmite pendiente resolucin fotografa tamao pasaporte,,2016-02-22,formato solicitud trmite estancia debidamente llenado copia formato solicitud tramite pendiente resolucin copia comprobante registro solicitud carta extranjero solicitando salida pas incluya fecha salida regreso transporte lugar destino costo trmite gratuito cuesta documento migratorio vigente tal vez extranjero puesto pudo haber entregado trmite pendiente resolucin fotografa tamao pasaporte,,application form trd mite duly filled stay copy format request pending ruling resoluci n copy proof registration application letter requesting output abroad pad departure return transportation destination included cost trd mite free costs current immigration document might overseas since could delivered trd pending mite resoluci n fotograf tamad passport,everything,INM,03,004
1,podido comunicar va telefnica sugiero habiliten citas internet agilizar trmite,habilitar citas internet,2016-02-22,podido comunicar va telefnica sugiero habiliten citas internet agilizar trmite,habilitar citas internet,unable communicate vd aa telef nnica suggest enable internet dating expedite trd mite,enable internet dating,SRE,03,002
0,descargar formato pago rellenar imprimir as formato solicitud mismo,navegabilidad portal dificultad encontrar cosas,2016-02-22,descargar formato pago rellenar imprimir as formato solicitud mismo,navegabilidad portal dificultad encontrar cosas,download payment form fill print asd application form,navigability site difficulty finding things,SRE,03,003
0,indican cuales instituciones daran creditos,poner informacion completa datos puedan dar mejor orientacion,2016-02-22,indican cuales instituciones daran creditos,poner informacion completa datos puedan dar mejor orientacion,indicate credit institutions shall,comprehensive information put lot data give better guidance,NAFIN,05,003
1,deberan proporcionar telfonos atencin,debera haber oficinas hacer trmite proporcionar telfonos atencin,2016-02-22,deberan proporcionar telfonos atencin,debera haber oficinas hacer trmite proporcionar telfonos atencin,deberan provide tel phones atencin,debera make trmite offices states provide tel phones atencin,SEGOB,05,005
1,aparece claramente documentos necesitan aparece imprime hoja pago derechos pasaporte,poner ms clara informacin,2016-02-22,aparece claramente documentos necesitan aparece imprime hoja pago derechos pasaporte,poner ms clara informacin,documents appears clearly needed appear sheet printed paying passport fees,md put dzs clear informaci n,SRE,03,003
0,,corregir pagina errores curp enviando documentos luego avisen puede imprimir corregido error,2016-02-22,,corregir pagina errores curp enviando documentos luego avisen puede imprimir corregido error,,correct errors page curp sending one documents tell print corrected error,SEGOB,05,005
0,dice puede hacer cita luego marca telfono viene all contestan,ser mas cordiales,2016-02-22,dice puede hacer cita luego marca telfono viene all contestan,ser mas cordiales,say one make appointment dials one tel phone comes alld answer,cordial,SRE,03,003
0,contesten teleonos ponen atencion hacer citas,hacer tan cansados tramites puedan acudir usuarios oficinas relaizar tramite previa cita,2016-02-22,contesten teleonos ponen atencion hacer citas,hacer tan cansados tramites puedan acudir usuarios oficinas relaizar tramite previa cita,answer teleonos put attention make appointments,tired paperwork users go offices relaizar processed without appointment,SRE,03,002
1,,hacer citas internet,2016-02-22,,hacer citas internet,,online dating,SRE,03,007
1,tipo estudios solicitan ingresar,atencin mas rapida,2016-02-22,tipo estudios solicitan ingresar,atencin mas rapida,type studies seeking enter,atenci nn faster,ISSSTE,06,004
0,requisitos renovacion pasaporte documentos necesitan,requisitos,2016-02-22,requisitos renovacion pasaporte documentos necesitan,requisitos,requirements passport renewal documents required,requirements,SRE,03,003
1,claro poder solicitar cita internet asimismo tampoco vista numeros telefonicos cuales puede marcar,hacer mas sencilla facil acceso tramites requieran pasando llegas objetivo,2016-02-22,claro poder solicitar cita internet asimismo tampoco vista numeros telefonicos cuales puede marcar,hacer mas sencilla facil acceso tramites requieran pasando llegas objetivo,clear obtain appointment internet neither telephone numbers view marcar,simple easy access transact required passing come objective,SRE,03,007
1,,tramite electronico,2016-02-22,,tramite electronico,,process electronic,SEGOB,05,005
0,,puedo obtener cita telefono contacto contestan horarios establecidos indica grabacion momento problema sistema,2016-02-22,,puedo obtener cita telefono contacto contestan horarios establecidos indica grabacion momento problema sistema,,get appointment contact telephone answer set times recording tells time problem system,SRE,03,002
1,podrian otorgar curp atravez email,curp dato requerido hacer cita consulado obio si cuento tarjeta ine cuento dato curp personas llevamos unidos mas anos menor idea curp significa,2016-02-22,podrian otorgar curp atravez email,curp dato requerido hacer cita consulado obio si cuento tarjeta ine cuento dato curp personas llevamos unidos mas anos menor idea curp significa,curp atravez might grant email,curp data required make appointment consulate obio ine card data curp people united states years idea means curp,SEGOB,05,003
1,requisitos aceptacion,informacin,2016-02-22,requisitos aceptacion,informacin,acceptance requirements,informaci n,SRE,01,037
1,,manera agendar cita solo telfono siempre est ocupado llevo das poder obtener cita gracias,2016-02-22,,manera agendar cita solo telfono siempre est ocupado llevo das poder obtener cita gracias,,schedule appointment tel est fono always busy took das unable get appointment thank,SRE,03,003
0,chingados opcion hacer cita,claro dejen pagina hace ao,2016-02-22,chingados opcion hacer cita,claro dejen pagina hace ao,hell option make appointment,clear leave site made ad,SRE,03,006
1,formatos descargar dc,realizar alta formatos portal tener presentarte subdelegacin acuse recibo email,2016-02-22,formatos descargar dc,realizar alta formatos portal tener presentarte subdelegacin acuse recibo email,formats download dc,high perform forms site without subdelegaci appear oen return receipt requested email,STPS,04,012
1,poder hacer cita directamente internet telefono proporcionan siempre ocupado,atender personas solo grabaciones dicen hagas tramite internet entras internet dicen hagas telefono vas oficinas dicen consultes internet total nadie resuelve cita,2016-02-22,poder hacer cita directamente internet telefono proporcionan siempre ocupado,atender personas solo grabaciones dicen hagas tramite internet entras internet dicen hagas telefono vas oficinas dicen consultes internet total nadie resuelve cita,make appointment directly internet phone always busy provide,serve people recordings tell transaction online enter internet tell phone go office tell consult internet total nobody solves appointment,SRE,03,003
0,especifican documentos formas realizar tramites llegar oficinas obviamente atienden mal falta documentacion retrasando tramite circunstancias pueden hacer dispone tiempo poder realizarllos brindan permisos frecuentes poder ir cada vez funcionarios quieren,colocando informacion completa atendiendo via telefonica tener desplazarse oficinas haciendolo perder da entero puede solucionar via telefonica,2016-02-22,especifican documentos formas realizar tramites llegar oficinas obviamente atienden mal falta documentacion retrasando tramite circunstancias pueden hacer dispone tiempo poder realizarllos brindan permisos frecuentes poder ir cada vez funcionarios quieren,colocando informacion completa atendiendo via telefonica tener desplazarse oficinas haciendolo perder da entero puede solucionar via telefonica,specify documents forms paperwork getting offices obviously cater bad documentation missing delaying process circumstances done one time realizarllos provide frequent permits go whenever officials want,placing complete information attending via telephone go offices causing lose one day whole something solved via telephone,SFP,04,001
0,responden telfono llame delegacin dicen debo agendas cita pgina ( cierto encuentro agenda aqu llamando telfono nunca responden entonces parece misin imposible tramitar pasaporte muchas personas pueden solo dar lnea telfono hagan pgina ms fcil poniendo simple link diga citas pasaporte,responden telfono llame delegacin dicen debo agendas cita pgina ( cierto encuentro agenda aqu llamando telfono nunca responden entonces parece misin imposible tramitar pasaporte muchas personas pueden solo dar lnea telfono hagan pgina ms fcil poniendo simple link diga citas pasaporte,2016-02-22,responden telfono llame delegacin dicen debo agendas cita pgina ( cierto encuentro agenda aqu llamando telfono nunca responden entonces parece misin imposible tramitar pasaporte muchas personas pueden solo dar lnea telfono hagan pgina ms fcil poniendo simple link diga citas pasaporte,responden telfono llame delegacin dicen debo agendas cita pgina ( cierto encuentro agenda aqu llamando telfono nunca responden entonces parece misin imposible tramitar pasaporte muchas personas pueden solo dar lnea telfono hagan pgina ms fcil poniendo simple link diga citas pasaporte,respond tel fono call delegaci n say agendas together pd gina ( indeed find agenda aqu doe calling tel fono never answer seems misid n impossible process passport many people like ld give anea tel phone pd gina md dzs fd cil putting simple link says quotes passport,respond tel fono call delegaci n say agendas together pd gina ( indeed find agenda aqu doe calling tel fono never answer seems misid n impossible process passport many people like ld give anea tel phone pd gina md dzs fd cil putting simple link says quotes passport,SRE,03,002
1,informacion dentro pagina sacar cita,incluyendola,2016-02-22,informacion dentro pagina sacar cita,incluyendola,information within page remove appointment,including,SRE,03,003
0,puede hacer cita ments vive afuera mxico numero mantiene ocupado da mal servicio,mejorar facilitar website poder hacer cita dive mensaje llama consulado mexicano houston,2016-02-22,puede hacer cita ments vive afuera mxico numero mantiene ocupado da mal servicio,mejorar facilitar website poder hacer cita dive mensaje llama consulado mexicano houston,make appointment living outside ments md mexico number kept busy throughout dd aa bad service,improve facilitate website make appointment dive message call mexican consulate houston,SFP,04,001
0,sirve telefono realizar cita mejor realizaban internet,tener mayor disponibilidad citas,2016-02-22,sirve telefono realizar cita mejor realizaban internet,tener mayor disponibilidad citas,use phone make appointment better performed internet,increased availability appointments,SRE,03,002
1,calcula multa q refieren artculo ley,dar informacion requerida,2016-02-23,calcula multa q refieren artculo ley,dar informacion requerida,calculated fine refer q artd culo act,give required information,INM,03,002
1,,dar clic tramite linea manda pagina serviciosdigitalesimssgobmx ingresar escritorio virtual embargo dentro dicho escritorio viene tipo tramite,2016-02-23,,dar clic tramite linea manda pagina serviciosdigitalesimssgobmx ingresar escritorio virtual embargo dentro dicho escritorio viene tipo tramite,,click apply online sends page serviciosdigitalesimssgobmx enter virtual desktop however within desktop type step,IMSS,02,066
1,formato,poner formato muestra,2016-02-23,formato,poner formato muestra,format,put sample format,SAT,01,078
1,cmo obtener cita,adopten sistema citas sat sistema probado si trata gobierno federal debera tener costo ustedes,2016-02-23,cmo obtener cita,adopten sistema citas sat sistema probado si trata gobierno federal debera tener costo ustedes,cd mo get appointment,adopt appointment system sat proven system deber federal government aa cost,SRE,03,006
0,gustara saber qu tipo capacitaciones puedo brindar,poner mas info,2016-02-23,gustara saber qu tipo capacitaciones puedo brindar,poner mas info,know gustara qu type training provide,put info,STPS,04,003
1,claro sacar cita internet visible,toda informacin referente mismo trmite est misma pgina puede ver solicitar cita telfono oficina viene slo est direccin horarios,2016-02-23,claro sacar cita internet visible,toda informacin referente mismo trmite est misma pgina puede ver solicitar cita telfono oficina viene slo est direccin horarios,clear get online quote visible,informaci n concerning trd mite estd pd gina see apply appointment tel fono office come sd nlo estd dz direcci n times,SRE,03,003
1,inscribe sorteo vivienda aparece convocatoria enlace podias inscribir via internet,enlace poderse inscribir sorteos vivienda verdad informacin sabemos pobre mejor,2016-02-23,inscribe sorteo vivienda aparece convocatoria enlace podias inscribir via internet,enlace poderse inscribir sorteos vivienda verdad informacin sabemos pobre mejor,enrolls one housing draw call link could register longer appears via internet,link able enroll housing draws truth informaci n know poor much better,SHF,01,001
1,,poder realizar citas internet marco error tiempo,2016-02-23,,poder realizar citas internet marco error tiempo,,make internet dating since frame mistake time,SRE,03,002
0,liga mas clara opciones necesarias parea avanzar contratiempos,idea sisproter buena mal implementada ademas sistema mal desarrollado incompleto muchas fallas deficiencias repito idea buena embargo agiliza proceso contrario entorpece sigiero mientras funcionando sisproter realicen loa tramites forma tradicional pues resulta mas rapido forma puede dar control solicitud traves sisproter resto documentos resulta mas facil rapido presentarlos forma tradicional sola cesion pocas soluciona autorizan varios documentos conclusion tramite sisproter resulta mas burocratico atencion solicitudes nuevos proyectos aun resuelve agilidad cuanto respuesta inmediata requieren clientes gestores contratistas desarrollos general requieren respuestas inmediantas requerimientos necesidades,2016-02-23,liga mas clara opciones necesarias parea avanzar contratiempos,idea sisproter buena mal implementada ademas sistema mal desarrollado incompleto muchas fallas deficiencias repito idea buena embargo agiliza proceso contrario entorpece sigiero mientras funcionando sisproter realicen loa tramites forma tradicional pues resulta mas rapido forma puede dar control solicitud traves sisproter resto documentos resulta mas facil rapido presentarlos forma tradicional sola cesion pocas soluciona autorizan varios documentos conclusion tramite sisproter resulta mas burocratico atencion solicitudes nuevos proyectos aun resuelve agilidad cuanto respuesta inmediata requieren clientes gestores contratistas desarrollos general requieren respuestas inmediantas requerimientos necesidades,clearer link necessary options parea move smoothly,idea sisproter good poorly implemented system poorly developed incomplete many flaws shortcomings repeat idea good however speed process dulls contrary sigiero running sisproter loa formalities made traditional way faster way give control application sisproter rest documents easier faster present traditional way single assignment solved authorize multiple documents conclusion procedure sisproter bureaucratic attention requests new projects even solve agility terms immediate response customers require us managers contractors developments usually require inmediantas answers requirements needs,CFE,00,006
1,toda,hacen citas p gina necesita liga letras grandes inicio diga citas pagina mediocre saludos,2016-02-23,toda,hacen citas p gina necesita liga letras grandes inicio diga citas pagina mediocre saludos,,appointments made pd gina needs league large letters beginning says appointments mediocre product cheers,SRE,03,007
1,,citas internet telfono siempre est ocupado psimo servicio mal,2016-02-23,,citas internet telfono siempre est ocupado psimo servicio mal,,internet dating tel fono always estd dz busy pd simo service bad,SRE,03,006
1,citas alguna pestaa indique,citas,2016-02-23,citas alguna pestaa indique,citas,appointments pesta directed,dates,SRE,03,003
