is_info_useful,missing_info,improvements,date,missing_info_sentiment,improvements_sentiment,missing_info_es,improvements_es,institution_cat
1,donde sacar la cita.,sacar citas por internet.,70,,1,Donde sacar la cita.,Sacar citas por internet.,734.0
1,tener que asistir alos mexicanos en el extranjero y poder tramitar en el consulado mexicano todo lo que sea possible para facilitar los termites gracias,tener ayuda por telefonica  gracias,70,,1,Tener que asistir Alos Mexicanos en el extranjero y poder tramitar en el consulado Mexicano todo lo que sea possible para facilitar los termites gracias,Tener ayuda por Telefonica  gracias,518.0
1,"llamð“â© al 800 para agendar cita con anticipacið“ñ–n, para una fecha en que yo tengo disponibilidad de trasladarme a la paz, donde debo hacer el trð“ðžmite, pero me dieron una fecha en la cual yo no puedo y le expliquð“â© a la persona que me antendið“ñ– y me dijo que era la fecha que el sistema les da. le pedð“â­ que entonces cancelara la que me habð“â­a dado y me dijo que no se podia, por lo tanto, no me presentð“â© a la cita.","dar cita para una fecha accessible.  mi correo es aperezmalagon@hotmail.com.
dulce marð“â­a alejandra pð“â©rez malagð“ñ–n",71,,1,"llamÐ“Â© al 800 para agendar cita con anticipaciÐ“Ñ–n, para una fecha en que yo tengo disponibilidad de trasladarme a La Paz, donde debo hacer el trÐ“ÐŽmite, pero me dieron una fecha en la cual yo no puedo y le expliquÐ“Â© a la persona que me antendiÐ“Ñ– y me dijo que era la fecha que el sistema les da. Le pedÐ“Â­ que entonces cancelara la que me habÐ“Â­a dado y me dijo que no se podia, por lo tanto, no me presentÐ“Â© a la cita.","Dar cita para una fecha accessible.  Mi correo es aperezmalagon@hotmail.com.
Dulce MarÐ“Â­a Alejandra PÐ“Â©rez MalagÐ“Ñ–n",729.0
0,esta fatal que el telefono que ponen no contestan y el link para hacer citas por internet no funciona.,"por fin encontre como hacer la cita por internet y esta pesima la pagina, no se quien la hizo, pero esta fatal.",71,,1,Esta fatal que el telefono que ponen no contestan y el link para hacer citas por internet no funciona.,"Por fin encontre como hacer la cita por internet y esta pesima la pagina, no se quien la hizo, pero esta fatal.",729.0
0,"que sea mas rгўpida la realizaciгіn de citas por internet ,  ya que llevo mas de una hora y no he podido lograrlo.  :(",que sea mas fгўcil,71,,1,"que sea mas rГЎpida la realizaciГіn de citas por internet ,  ya que llevo mas de una hora y no he podido lograrlo.  :(",que sea mas fГЎcil,722.0
1,"mi mamð“ðž no tiene curp porque no he podido tramitar su acta de nacimiento, he cumplido con los documentos que me solicitan pero estoy detenida porque lamentablemente en mi acta de nacimientos solo aparece un apellido de mi mamð“ðž y solicite otro documento en arcos de belen desde el að“â±o pasado y no me lo han dado por x motivos que siempre me ponen y ya se van a vencer los otros que tengo de mi mamð“ðž que es de oaxaca, me pudiera ayudar por favor? ella lo necesita mucho porque no tiene acceso a ningun servicio social por lo mismo, tiene 85 að“â±os, alguien que me dð“â© una orden para poder registrarla sin tanto trð“ðžmite.???   gracias","mi mamð“ðž no tiene curp porque no he podido tramitar su acta de nacimiento, he cumplido con los documentos que me solicitan pero estoy detenida porque lamentablemente en mi acta de nacimientos solo aparece un apellido de mi mamð“ðž y solicite otro documento en arcos de belen desde el að“â±o pasado y no me lo han dado por x motivos que siempre me ponen y ya se van a vencer los otros que tengo de mi mamð“ðž que es de oaxaca, me pudiera ayudar por favor? ella lo necesita mucho porque no tiene acceso a ningun servicio social por lo mismo, tiene 85 að“â±os, alguien que me dð“â© una orden para poder registrarla sin tanto trð“ðžmite.???   gracias",71,,1,"Mi mamÐ“ÐŽ no tiene curp porque no he podido tramitar su acta de nacimiento, he cumplido con los documentos que me solicitan pero estoy detenida porque lamentablemente en mi acta de nacimientos solo aparece un apellido de mi mamÐ“ÐŽ y solicite otro documento en arcos de belen desde el aÐ“Â±o pasado y no me lo han dado por x motivos que siempre me ponen y ya se van a vencer los otros que tengo de mi mamÐ“ÐŽ que es de oaxaca, me pudiera ayudar por favor? ella lo necesita mucho porque no tiene acceso a ningun servicio social por lo mismo, tiene 85 aÐ“Â±os, alguien que me dÐ“Â© una orden para poder registrarla sin tanto trÐ“ÐŽmite.???   Gracias","Mi mamÐ“ÐŽ no tiene curp porque no he podido tramitar su acta de nacimiento, he cumplido con los documentos que me solicitan pero estoy detenida porque lamentablemente en mi acta de nacimientos solo aparece un apellido de mi mamÐ“ÐŽ y solicite otro documento en arcos de belen desde el aÐ“Â±o pasado y no me lo han dado por x motivos que siempre me ponen y ya se van a vencer los otros que tengo de mi mamÐ“ÐŽ que es de oaxaca, me pudiera ayudar por favor? ella lo necesita mucho porque no tiene acceso a ningun servicio social por lo mismo, tiene 85 aÐ“Â±os, alguien que me dÐ“Â© una orden para poder registrarla sin tanto trÐ“ÐŽmite.???   Gracias",518.0
0,algun otro numero ya que nunca entra la llamada,todo... la pag. es confusa y llevo horas intentado saber en donde y como puedo tramitar cita para sacar un pasaporte.    atn milton  5530069369,71,0.0,1,Algun otro numero ya que nunca entra la llamada,Todo... la pag. es confusa y llevo horas intentado saber en donde y como puedo tramitar cita para sacar un pasaporte.    Atn Milton  5530069369,741.0
1,informacion mas especifica sobre en cuales instituciones financieras solicitar el tramites,telefonos de servicio al cliente para pedir informacion y saber si se tiene posibilidades,71,,1,informacion mas especifica sobre en cuales instituciones financieras solicitar el tramites,telefonos de servicio al cliente para pedir informacion y saber si se tiene posibilidades,683.0
0,"que sea mas clara la pagina para poder  realizar los tramites necesarios atraves de esta, ya que dicen que se puede realizar los tramites de forma electrð“ñ–nica y es todo lo contrario.","administrar mejor el portal ya que esta muy revoltoso. ejemplo: yo quiero dar de alta a mis beneficiarios y no me deja ya que dice que ya estoy dada de alta el nss en una clð“â­nica, yo lo sð“â©! solo quiero dar de alta mis beneficiarios y no me deja darlos de alta.",71,,1,"Que sea mas clara la pagina para poder  realizar los tramites necesarios atraves de esta, ya que dicen que se puede realizar los tramites de forma electrÐ“Ñ–nica y es todo lo contrario.","Administrar mejor el portal ya que esta muy revoltoso. Ejemplo: yo quiero dar de alta a mis beneficiarios y no me deja ya que dice que ya estoy dada de alta el NSS en una clÐ“Â­nica, yo lo sÐ“Â©! solo quiero dar de alta mis beneficiarios y no me deja darlos de alta.",659.0
1,deben de informar que hay que llevar fotos.,poner cuantas fotos hay que llevar y como deben de ir.,71,,1,Deben de informar que hay que llevar fotos.,Poner cuantas fotos hay que llevar y como deben de ir.,723.0
0,quiero saber donde pago o como saco e recibo de pago y si la acta de nacimiento debe ser actulizada ya que la persona que la voy a sacar ya es una adulta mayor y su acta es viejita,detallar mas o poner numeros que te orienten gracias,71,,1,quiero saber donde pago o como saco e recibo de pago y si la acta de nacimiento debe ser actulizada ya que la persona que la voy a sacar ya es una adulta mayor y su acta es viejita,detallar mas o poner numeros que te orienten gracias,722.0
0,fiel para el trabajador ordinario ... no tendrð“â­a porque inscribirse en sat,facilidad para el tramite,71,,1,FIEL para el trabajador ordinario ... no tendrÐ“Â­a porque inscribirse en SAT,Facilidad para el tramite,157.0
1,"el apartado de consultas para dar seguimiento a mi tramite y ver si esta en revisiгіn, en proceso o ya quedo concluido","de momento solo eso, ya que es difг­cil saber con certeza como va mi tramite, y la verdad necesito mi cartilla lo mas rгўpido posible",71,,1,"el apartado de consultas para dar seguimiento a mi tramite y ver si esta en revisiГіn, en proceso o ya quedo concluido","de momento solo eso, ya que es difГ­cil saber con certeza como va mi tramite, y la verdad necesito mi cartilla lo mas rГЎpido posible",471.0
0,sus nð“ñ”meros telefð“ñ–nicos!!!! nada mð“ðžs.,"toda la pð“ðžgina, ocupan espacio y tiempo en plasmar que es un trð“ðžmite gratuito cunado todos sabemos que es asð“â­ ð’ñ—?",71,0.0,1,sus nÐ“Ñ”meros telefÐ“Ñ–nicos!!!! nada mÐ“ÐŽs.,"Toda la pÐ“ÐŽgina, ocupan espacio y tiempo en plasmar que es un trÐ“ÐŽmite gratuito cunado todos sabemos que es asÐ“Â­ Ð’Ñ—?",659.0
1,fui ala oficina de acapulco ser- delegacið“ñ–n de la secretaria de relaciones exteriores en guerrero y me dieron la pagina para hacer la cita y un telð“â©fono   01 800 8010 773 y no contestan nadie solo dice que esta ocupado y e intentado muchas veces a diferente hora y nadie contesta y no encuentro por ningð“ñ”n lado para hacer la cita. por favor me pueden ayudar mi correo es edithc21@hotmail.com gracias se lo agradezco  de antemano la ayuda que me pudieran dar. mi nombre es cp. edith cisneros ruiz,"que alguien conteste los telefonos y por que marque tambien a los telefonos de aqui de acapulco y solo entra la computadora y nadie atiende la llamada
gracias",71,,1,fui ala oficina de Acapulco ser- delegaciÐ“Ñ–n de la secretaria de relaciones exteriores en guerrero y me dieron la pagina para hacer la cita y un telÐ“Â©fono   01 800 8010 773 y no contestan nadie solo dice que esta ocupado y e intentado muchas veces a diferente hora y nadie contesta y no encuentro por ningÐ“Ñ”n lado para hacer la cita. por favor me pueden ayudar mi correo es edithc21@hotmail.com gracias se lo agradezco  de antemano la ayuda que me pudieran dar. mi nombre es CP. EDITH CISNEROS RUIZ,"QUE ALGUIEN CONTESTE LOS TELEFONOS Y POR QUE MARQUE TAMBIEN A LOS TELEFONOS DE AQUI DE ACAPULCO Y SOLO ENTRA LA COMPUTADORA Y NADIE ATIENDE LA LLAMADA
GRACIAS",727.0
1,,que contesten el telð“â©fono en cualquiera de las opciones.,71,,1,#VALUE!,Que contesten el telÐ“Â©fono en cualquiera de las opciones.,545.0
1,,"que la decisið“ñ–n de quien autoriza las becas no dependa de las personas que  trabajan en la entidad federativa, que lo decidan en mð“â©xico, porque muchos de ellos tambið“â©n son maestros en las universidades y tienen cierta preferencia con sus alumnos favoritos, y mas aun si son jefes de los departamentos de becas conosco a uno por eso opino.",71,,1,#VALUE!,"que la decisiÐ“Ñ–n de quien autoriza las becas no dependa de las personas que  trabajan en la entidad federativa, que lo decidan en MÐ“Â©xico, porque muchos de ellos tambiÐ“Â©n son maestros en las universidades y tienen cierta preferencia con sus alumnos favoritos, y mas aun si son jefes de los departamentos de becas conosco a uno por eso opino.",638.0
1,deben habilitar la pagina para agendar la cita por internet,en la atencion telefonica. constestan hasta que quieren. para que hacen citas por telefono si no les da tiempo atender toda la demanda,71,,1,deben habilitar la pagina para agendar la cita por internet,en la atencion telefonica. constestan hasta que quieren. para que hacen citas por telefono si no les da tiempo atender toda la demanda,726.0
1,no esta claro la impresiгіn de formato de pago e instituciones para realizar pago de derechos de pasaporte,la atenciгіn telefгіnica es limitada te remite a una pagina web. en vez de ser ellos quiг©nes den la informaciгіn. no todos manejan internet,71,,1,No esta claro la impresiГіn de formato de pago e instituciones para realizar pago de derechos de pasaporte,La atenciГіn telefГіnica es limitada te remite a una pagina web. En vez de ser ellos quiГ©nes den la informaciГіn. No todos manejan internet,723.0
0,que el 01800 me responde que el nð“ñ”mero estð“ðž suspendido y que suena siempre ocupado,que las citas se atiendan en el lugar de origen,71,,1,Que el 01800 me responde que el nÐ“Ñ”mero estÐ“ÐŽ suspendido y que suena siempre ocupado,Que las citas se atiendan en el lugar de origen,723.0
0,que funcione la puta pagina para hacer tramites. esta pagina esta como su gobierno. no sirve para nada.,hagan funcionar los tramites. hacen perder el tiempo. inutiles,71,,1,que funcione la puta pagina para hacer tramites. esta pagina esta como su gobierno. no sirve para nada.,hagan funcionar los tramites. hacen perder el tiempo. inutiles,659.0
1,"faltan mð“ñ–dulos en los estados, en este caso en jalisco o si los hay, no abre opcið“ñ–n para ello.",lo dicho enteriormente,71,,1,"Faltan mÐ“Ñ–dulos en los estados, en este caso en Jalisco o si los hay, no abre opciÐ“Ñ–n para ello.",lo dicho enteriormente,520.0
0,tarda mucho la paguina y se bloquea,mas rapido la paguina,71,0.0,1,tarda mucho la paguina y se bloquea,mas rapido la paguina,598.0
0,,"que funcione la pagina de mexitel.sre.gob.mx para hacer una cita de visa para residir en mexico por unidad familiar con una extranjera cubana, llevo un mes tratando de sacar la cita",71,,1,#VALUE!,"Que funcione la pagina de mexitel.sre.gob.mx para hacer una cita de visa para residir en Mexico por unidad familiar con una extranjera cubana, llevo un mes tratando de sacar la cita",711.0
0,el link para hacer la cita por internet!!!!,todo!!!!,71,0.0,1,El link para hacer la cita por internet!!!!,TODO!!!!,729.0
1,,"descentralizar el tramite, no es posible que en estos tiempos rtenga que ir de monterrey n.l. hasta el d.f. a realizar el tramite con los consiguientes costos de transporte hospedaje perdida de tiempo . es deplorable.",71,,1,#VALUE!,"descentralizar el tramite, no es posible que en estos tiempos rtenga que ir de Monterrey N.L. hasta el D.F. a realizar el tramite con los consiguientes costos de transporte hospedaje perdida de tiempo . Es deplorable.",592.0
0,como generar una cita por internet debido a que el telð“â©fono para generar citas no sirve!!!,la pð“ðžgina de internet en general,71,,1,Como generar una cita por internet debido a que el telÐ“Â©fono para generar citas no SIRVE!!!,La pÐ“ÐŽgina de internet en general,722.0
1,,nada,71,2.0,1,#VALUE!,nada,0.0
0,proporcionar un formato para las quejas,mejor presentacið“ñ–n de la informacið“ñ–n,71,,1,proporcionar un formato para las quejas,Mejor presentaciÐ“Ñ–n de la informaciÐ“Ñ–n,250.0
1,lo que me estaria mejor es que las constancias sean en un formato electronico y asi hacerlas llegar a la spts,una pagina electronica para hacer llegar informacion,72,,1,lo que me estaria mejor es que las constancias sean en un formato electronico y asi hacerlas llegar a la spts,una pagina electronica para hacer llegar informacion,747.0
0,"como saco una cita, parece que en vez de estar en 2016 estamos en 1906, ustedes como los cangrejos","todo, es una verdadera porqueria su sitio gob.mx, parece un sitio hecho por estudiantes d primaria, que vergð“ñ˜enza",72,0.0,1,"Como saco una cita, parece que en vez de estar en 2016 estamos en 1906, ustedes como los cangrejos","Todo, es una verdadera porqueria su sitio gob.mx, parece un sitio hecho por estudiantes d primaria, que vergÐ“Ñ˜enza",722.0
1,"favor de poner la liga para ingresar y poder subir las dc 4.
falta que pongan los formatos editables y descargables para las empresas que lo quieren presentar en fгќsico",que en la pagina de inicio se localice rгѓpidamente los formatos,72,,1,"FAVOR DE PONER LA LIGA PARA INGRESAR Y PODER SUBIR LAS DC 4.
FALTA QUE PONGAN LOS FORMATOS EDITABLES Y DESCARGABLES PARA LAS EMPRESAS QUE LO QUIEREN PRESENTAR EN FГЌSICO",QUE EN LA PAGINA DE INICIO SE LOCALICE RГЃPIDAMENTE LOS FORMATOS,747.0
0,mucha nesesito una cita,sus empleados no te dan informacion,72,0.0,1,mucha nesesito una cita,sus empleados no te dan informacion,706.0
1,los tiempos tan largos para las citas,"el tiempo para las citas es demasido largo, en mi caso mes y una semana, fui a la oficina ya que el tiempo lo tengo encima y no me quisieron adelantar la cita, ojala se pudieran hacer excepciones ante la ineficiencia de un servicio tan tardado",72,,1,los tiempos tan largos para las citas,"el tiempo para las citas es demasido largo, en mi caso mes y una semana, fui a la oficina ya que el tiempo lo tengo encima y no me quisieron adelantar la cita, ojala se pudieran hacer excepciones ante la ineficiencia de un servicio tan tardado",723.0
1,,tengo duda: respecto de si tengo que actualizarlo aprincipio del 2015 lo tramite. erfamo33@outlook.com,72,,1,#VALUE!,Tengo duda: respecto de si tengo que actualizarlo aprincipio del 2015 lo tramite. erfamo33@outlook.com,512.0
1,,"segгєn ustedes se hacen citas por internet cosa que no  se puede, anexan nгєmeros donde por ningгєn motivo contestan, todo el tiempo suena ocupado es mas ni si quiera enlaza la llamada.
por lo tanto esta pagina solo sirve para informaciгіn no para hacer citas",72,,1,#VALUE!,"segГєn ustedes se hacen citas por internet cosa que no  se puede, anexan nГєmeros donde por ningГєn motivo contestan, todo el tiempo suena ocupado es mas ni si quiera enlaza la llamada.
por lo tanto esta pagina solo sirve para informaciГіn no para hacer citas",742.0
0,"sugiero que se proporciones telг©fonos donde si atiendan a las personas y no una grabaciгіn que te hace perder horas enteras. tambiг©n sugiero que se tenga un chat en esta pгўgina donde exista personas que puedan contestar tus preguntas en ese momento y darte una cita. si el 01 800 8010 773 es el гєnico telг©fono que tienen para dar citas remplazarlo por que no es posible comunicarse . en esta pagina deberia de haber un icono grande que diga agenda tu cita aqui, donde esta esa opcion, no la veo no la encuentro.","sus opciones de atenciгіn telefonica, sus opciones de sacar citas.",72,,1,"Sugiero que se proporciones telГ©fonos donde si atiendan a las personas y no una grabaciГіn que te hace perder horas enteras. TambiГ©n sugiero que se tenga un chat en esta pГЎgina donde exista personas que puedan contestar tus preguntas en ese momento y darte una cita. Si el 01 800 8010 773 es el Гєnico telГ©fono que tienen para dar citas remplazarlo por que no es posible comunicarse . En esta pagina deberia de haber un icono grande que diga AGENDA TU CiTA AQUI, Donde esta esa opcion, no la veo no la encuentro.","Sus opciones de atenciГіn telefonica, sus opciones de sacar citas.",741.0
1,llevo media hora en la pagina y no encuentro donde hacer la cita para el pasaporte.,poner el boton que me lleva a donde puedo hacer la cita en la oficina correspondiente.,72,,1,Llevo media hora en la pagina y no encuentro donde hacer la cita para el pasaporte.,Poner el boton que me lleva a donde puedo hacer la cita en la oficina correspondiente.,723.0
0,"el trð“ðžmite para concertar una cita es muy engorroso, no le dan a uno la informacið“ñ–n exacta que se requiere. para cancelar una cita se requiere exactamente 24 horas, pero uno no se puede comunicar y despuð“â©s ya no la puedes cancelar, tiene que pasar de 24 a 48 horas para concertar otra cita y va de nuevo que no contestan. el tiempo para dð“ðžrtela es muy largo.","que contesten, porque ahð“â­ se estð“ðž uno esperando mucho tiempo para que le contesten y ademð“ðžs parecen como si fueran grabadoras porque nada mas te informan lo que ya se saben y si les haces una pregunta te contestan con lo mismo. no te amplð“â­an la informacið“ñ–n.",72,,1,"El trÐ“ÐŽmite para concertar una cita es muy engorroso, no le dan a uno la informaciÐ“Ñ–n exacta que se requiere. Para cancelar una cita se requiere exactamente 24 horas, pero uno no se puede comunicar y despuÐ“Â©s ya no la puedes cancelar, tiene que pasar de 24 a 48 horas para concertar otra cita y va de nuevo que no contestan. El tiempo para dÐ“ÐŽrtela es muy largo.","Que contesten, porque ahÐ“Â­ se estÐ“ÐŽ uno esperando mucho tiempo para que le contesten y ademÐ“ÐŽs parecen como si fueran grabadoras porque nada mas te informan lo que ya se saben y si les haces una pregunta te contestan con lo mismo. No te amplÐ“Â­an la informaciÐ“Ñ–n.",723.0
0,la opcið“ñ–n de hacer citas!!!! no encuentro en ningð“ñ”n lado como sacar la cita para el pasaporte en linea gracias!!!,todo,72,0.0,1,la opciÐ“Ñ–n de hacer citas!!!! no encuentro en ningÐ“Ñ”n lado como sacar la cita para el pasaporte en linea gracias!!!,todo,722.0
1,el trð“ðžmite para mð“ðžs municipios del estado de tamaulipas,ayuda en lð“â­nea para el seguro de madres de familia,72,,1,El trÐ“ÐŽmite para mÐ“ÐŽs municipios del estado de Tamaulipas,Ayuda en lÐ“Â­nea para el seguro de madres de familia,512.0
1,,"el sistema de citas siempre esta saturado, podrð“â­an mejorarlo",72,,1,#VALUE!,"el sistema de citas siempre esta saturado, podrÐ“Â­an mejorarlo",659.0
0,como  hacer una cita en el consulado americano,mandar como hacer una cita en internet,72,,1,como  hacer una cita en el consulado americano,mandar como hacer una cita en internet,723.0
0,registrarte aqui para resibir la ayuda ahorita urge,en registrarte aqui,72,,1,Registrarte aqui para resibir la ayuda ahorita urge,En registrarte aqui,683.0
0,ese maldito numero para sacar citas para renovar la lic. federal nunca lo contestan,aser algo al respecto,72,,1,ese maldito numero para sacar citas para renovar la lic. federal nunca lo contestan,aser algo al respecto,659.0
0,faltan notificaciones y actualizaciones de noticias sobre los tramites y procesos para hacerlos,"la linea telefг“nica para hacer citas siempre esta bloqueada, deberгќan tener otras opciones para hacer citas y no tan complicado para las personas",72,,1,FALTAN NOTIFICACIONES Y ACTUALIZACIONES DE NOTICIAS SOBRE LOS TRAMITES Y PROCESOS PARA HACERLOS,"LA LINEA TELEFГ“NICA PARA HACER CITAS SIEMPRE ESTA BLOQUEADA, DEBERГЌAN TENER OTRAS OPCIONES PARA HACER CITAS Y NO TAN COMPLICADO PARA LAS PERSONAS",722.0
1,deberð“â­an informar que solo es posible tramitar el pasaporte por medio de una cita y que es practicamente imposible conseguir una cita en la oficina de enlace de tu localidad,"el sistema para obtener una cita, pues casi imposible que te contesten y cuando finalmente lo logras (despuð“â©s de dos meses marcando hasta 10 veces al dð“â­a), te dicen que no hay disponibilidad en tu oficina local, lo que considero una mentira, pues fui a visitar las oficinas locales a ver si habð“â­a otra vð“â­a para hacer citas y no habð“â­a mð“ðžs de 5 personas haciendo trð“ðžmites, y los funcionarios que atienden estaban trabajndo bastante tranquilos y sin presið“ñ–n.
quiero recalcar que el asunto de solicitar las citas telefð“ñ–nicas es un vð“â­acrusis y que no te dan informacið“ñ–n ni alternativas, solo te dicen que sigas intentanto.",72,,1,DeberÐ“Â­an informar que solo es posible tramitar el pasaporte por medio de una cita y que es practicamente imposible conseguir una cita en la oficina de enlace de tu localidad,"El sistema para obtener una cita, pues casi imposible que te contesten y cuando finalmente lo logras (despuÐ“Â©s de dos meses marcando hasta 10 veces al dÐ“Â­a), te dicen que no hay disponibilidad en tu oficina local, lo que considero una mentira, pues fui a visitar las oficinas locales a ver si habÐ“Â­a otra vÐ“Â­a para hacer citas y no habÐ“Â­a mÐ“ÐŽs de 5 personas haciendo trÐ“ÐŽmites, y los funcionarios que atienden estaban trabajndo bastante tranquilos y sin presiÐ“Ñ–n.
Quiero recalcar que el asunto de solicitar las citas telefÐ“Ñ–nicas es un vÐ“Â­acrusis y que no te dan informaciÐ“Ñ–n ni alternativas, solo te dicen que sigas intentanto.",722.0
1,"yo tengo 1 mes intentando subir la lista de constancias y me marca error de inicio de la capacitacið“ñ–n en el 100% de los registros, el formato de fecha es el mismo que se indica en el manual para carga masiva, ya intente con todos los formatos de fechas y no he podido. agradecerð“â© su apoyo al presente ya que he enviado correo y llamado a las propias oficinas de hillo. y no ha sido posible el apoyo solicitado.",asesoria,73,,1,"Yo tengo 1 mes intentando subir la lista de constancias y me marca error de inicio de la capacitaciÐ“Ñ–n en el 100% de los registros, el formato de fecha es el mismo que se indica en el manual para carga masiva, ya intente con todos los formatos de fechas y no he podido. AgradecerÐ“Â© su apoyo al presente ya que he enviado correo y llamado a las propias oficinas de Hillo. y no ha sido posible el apoyo solicitado.",Asesoria,747.0
0,"una liga para la cita, por que por telefono duran mucho tiempo en atender","antes se podia hacer la cita por internet y ahora no, el servicio empeoro en lugar de mejorar",73,,1,"UNA LIGA PARA LA CITA, POR QUE POR TELEFONO DURAN MUCHO TIEMPO EN ATENDER","ANTES SE PODIA HACER LA CITA POR INTERNET Y AHORA NO, EL SERVICIO EMPEORO EN LUGAR DE MEJORAR",723.0
0,"1. es confusa la informacion en los diferentes tipos de pasaporte. no se cual escoger.

en requisitos indican comprobante de derechos. anexen ahi el formato de pago. o que concepto es. 

esta muy mal organizada la informacion...",organicen la informacion.,73,,1,"1. Es confusa la informacion en los diferentes tipos de pasaporte. No se cual escoger.

En requisitos indican comprobante de derechos. Anexen ahi el formato de pago. o que concepto es. 

Esta muy mal organizada la informacion...",Organicen la informacion.,722.0
0,"hola bueno esto es urgente y no puede ser que no aparesca y mucha jente se confг­a en esta pгўgina ,no funciona como debe ser",que responder lo que tramitamos,73,,1,"Hola bueno esto es urgente y no puede ser que no aparesca y mucha jente se confГ­a en esta pГЎgina ,no funciona como debe ser",Que responder lo que tramitamos,659.0
0,en porque ya no podemos registrarnos en la de becas de prгўcticas solo nos dice q nuestro curp ya esta registrado q podemos ha ser espero su respuesta gracias por su humilde atenciгіn,en la de practicas para podernos registrar,73,,1,En porque ya no podemos registrarnos en la de becas de prГЎcticas solo nos dice q nuestro curp ya esta registrado q podemos ha ser espero su respuesta gracias por su humilde atenciГіn,En la de practicas para podernos registrar,638.0
0,su informaciгіn es ambigua,todo,73,0.0,1,su informaciГіn es ambigua,todo,722.0
1,,las citas se deberian aser directamente en la ofisina del estado no al tel 018008010773 ya que nunca contesta o dise este tel esta desconectado y directamente en la ofisina se  yebaria mejor el cotrol y fasilitaria las cosas espero lo tomen en cuenta es todo por el momento gracias.,73,,1,#VALUE!,las citas se deberian aser directamente en la ofisina del estado no al tel 018008010773 ya que nunca contesta o dise este tel esta desconectado y directamente en la ofisina se  yebaria mejor el cotrol y fasilitaria las cosas espero lo tomen en cuenta es todo por el momento gracias.,723.0
1,,"hoy en dгќa todo es mas sencillo a travг‰s de las tic, hacen que algunas consultas o tramites se concluyan mas rгѓpido y de manera exitosa, por ello considero que por lo menos para consultar estado de cuenta, generaran alguna plataforma que al ingresar nuestros datos nos informe cuanto debemos del algгљn crг‰dito solicitado.",73,,1,#VALUE!,"HOY EN DГЌA TODO ES MAS SENCILLO A TRAVГ‰S DE LAS TIC, HACEN QUE ALGUNAS CONSULTAS O TRAMITES SE CONCLUYAN MAS RГЃPIDO Y DE MANERA EXITOSA, POR ELLO CONSIDERO QUE POR LO MENOS PARA CONSULTAR ESTADO DE CUENTA, GENERARAN ALGUNA PLATAFORMA QUE AL INGRESAR NUESTROS DATOS NOS INFORME CUANTO DEBEMOS DEL ALGГљN CRГ‰DITO SOLICITADO.",292.0
0,"hablo para solicitar mic ita y no quieren dar informacion telefonica, me dicen que vaya al sitio web, entro y veo como 4 tipos diferentes de pasaporte.

en ningun lado se ve donde se paga  y en donde.
este servicio esta pesimo.",todo,73,0.0,1,"Hablo para solicitar mic ita y no quieren dar informacion telefonica, me dicen que vaya al sitio web, entro y veo como 4 tipos diferentes de pasaporte.

en ningun lado se ve donde se paga  y en donde.
este servicio esta pesimo.",Todo,726.0
1,el link para las citas,poner el link para las citas,73,,1,El link para las citas,Poner el link para las citas,722.0
1,"hace falta que se puedan agendar citas por internet ya que solo se puede por telefono y la ponen muy complicada, hasta con eso","la programacion de citas, es lo que se necesita mejorar",73,,1,"Hace falta que se puedan agendar citas por internet ya que solo se puede por telefono y la ponen muy complicada, hasta con eso","la programacion de citas, es lo que se necesita mejorar",723.0
0,es necesario que se comunique las fechas de apertura de ventanillas,mejorar en cuento a las fechas de apertura de ventanilla,74,,1,ES NECESARIO QUE SE COMUNIQUE LAS FECHAS DE APERTURA DE VENTANILLAS,MEJORAR EN CUENTO A LAS FECHAS DE APERTURA DE VENTANILLA,491.0
1,la pagina solo menciona que el tramite es si la fiel esta proxima a vencer y no indica que hacer si esta vencida.,indicar que tramite se realiza on una fiel caducada.,74,,1,La pagina solo menciona que el tramite es si la FIEL esta proxima a vencer y no indica que hacer si esta vencida.,Indicar que tramite se realiza on una FIEL caducada.,372.0
1,"que se puedan hacer compras de boletos de avið“ñ–n, hoteles, etc por internet, cð“ñ–mo es posible que en un gobierno digital tenga uno que ir a las oficinas de turissste para comprar, 
sludos","ya lo dine en el anterior recuadro, ojalð“ðž lo logren",74,,1,"Que se puedan hacer compras de boletos de aviÐ“Ñ–n, hoteles, etc por internet, cÐ“Ñ–mo es posible que en un gobierno digital tenga uno que ir a las oficinas de turissste para comprar, 
SLudos","Ya lo dine en el anterior recuadro, ojalÐ“ÐŽ lo logren",249.0
0,mucho mejor el sitio anterior. informacið“ñ–n muy fð“ðžcil de acceder e interactiva.,"mucho mejor el sitio original del inm. esto no sirve, pasa tiempo buscando informacið“ñ–n que tenð“â­a al alcance de la mano y de forma interactiva. en su afð“ðžn de unificar todo, lo han vuelta sinceramente inservible",74,,1,Mucho mejor el sitio anterior. InformaciÐ“Ñ–n muy fÐ“ÐŽcil de acceder e interactiva.,"Mucho mejor el sitio original del INM. Esto no sirve, pasa tiempo buscando informaciÐ“Ñ–n que tenÐ“Â­a al alcance de la mano y de forma interactiva. En su afÐ“ÐŽn de unificar todo, lo han vuelta sinceramente inservible",216.0
